"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","time"
"280","Fantastic news from #psa14 that @PSAWomenPol has won the Specialist Group of the Year Award - congrats all!",FALSE,2,NA,2014-04-16 10:03:44,FALSE,NA,"456372359948021760",NA,"web","Claire_McGing",0,FALSE,FALSE,NA,NA,2014-04-16 10:03:44
"281","Paper at #psa14 #pas2014 went well. Really useful comments from Perri 6 in particular and Martin Lodge. Many thanks to all who came.",FALSE,0,NA,2014-04-16 10:03:34,FALSE,NA,"456372320035024896",NA,"web","Thatcher_legacy",0,FALSE,FALSE,NA,NA,2014-04-16 10:03:34
"282","#psa14 insight 2: IR has a persistent expectation and hope around theory and methodology, promise invested in new approaches. @MarysiaZed",FALSE,0,NA,2014-04-16 10:02:48,FALSE,NA,"456372124785987584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","drlauramcleod",0,FALSE,FALSE,NA,NA,2014-04-16 10:02:48
"283","RT @PSAEnvironment: Just enjoyed a packed and fascinating #fracking debate chaired by @drcdeath at #psa14. Couldn't squeeze any more people…",FALSE,0,NA,2014-04-16 09:59:35,FALSE,NA,"456371315092361217",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","TheEarthNetwork",3,TRUE,FALSE,NA,NA,2014-04-16 09:59:35
"284","RT @PolStudiesAssoc: Sir Ernest Barker Prize is awarded to Benoit Dillet #psa14",FALSE,0,NA,2014-04-16 09:59:01,FALSE,NA,"456371174734573568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TomSpareUKC",5,TRUE,FALSE,NA,NA,2014-04-16 09:59:01
"285","RT @PolStudiesAssoc: Sir Ernest Barker Prize is awarded to Benoit Dillet #psa14",FALSE,0,NA,2014-04-16 09:57:35,FALSE,NA,"456370812963282944",NA,"web","UniKentPolitics",5,TRUE,FALSE,NA,NA,2014-04-16 09:57:35
"286","Who are the most influential tweeters at #psa14? Mostly journals! @PolStudiesAssoc @Rout_PoliticsIR @JournalPolitics http://t.co/Z19n3Z1q8s",FALSE,3,NA,2014-04-16 09:55:55,FALSE,NA,"456370395856125952",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jmrphy",6,FALSE,FALSE,NA,NA,2014-04-16 09:55:55
"287","Home after a fantastic #psa14 - massive  thank-you to @AngeliaWilson89 for amazing organising! A few of my favourite insights to follow",FALSE,0,NA,2014-04-16 09:55:14,FALSE,NA,"456370223663157250",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","drlauramcleod",0,FALSE,FALSE,NA,NA,2014-04-16 09:55:14
"288","A weary #psa14 delegate taking advantage of the Dinner favour - a free head and neck massage! http://t.co/WeyHRnsZMm",FALSE,0,NA,2014-04-16 09:55:07,FALSE,NA,"456370191220617216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PolStudiesAssoc",2,FALSE,FALSE,NA,NA,2014-04-16 09:55:07
"289","RT @alicehague2: Presenting today at #psa14 about churches and climate activism. Looking forward to a busy day. @PSAEnvironment",FALSE,0,NA,2014-04-16 09:54:13,FALSE,NA,"456369967492255744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PSAEnvironment",1,TRUE,FALSE,NA,NA,2014-04-16 09:54:13
"290","Just enjoyed a packed and fascinating #fracking debate chaired by @drcdeath at #psa14. Couldn't squeeze any more people in!",FALSE,0,NA,2014-04-16 09:53:56,FALSE,NA,"456369894809169920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PSAEnvironment",3,FALSE,FALSE,NA,NA,2014-04-16 09:53:56
"291","RT @PolStudiesAssoc: BJPIR Prize goes to Gerard Strange @BJPIR1 #psa14",FALSE,0,NA,2014-04-16 09:50:30,FALSE,NA,"456369029230252032",NA,"web","ul_ssps",2,TRUE,FALSE,NA,NA,2014-04-16 09:50:30
"292","RT @AndrewMcCaldon: @livuni's Prof @JonTonge &amp; Dr Kevin Bean discussing dissident Irish republicanism at #psa14 @livuniHSS http://t.co/Cymm…",FALSE,0,NA,2014-04-16 09:47:40,FALSE,NA,"456368318241198080",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","livunigeog",6,TRUE,FALSE,NA,NA,2014-04-16 09:47:40
"293","Here's the network structure of all #PSA14 retweets so far: http://t.co/yQr6JrCNXU",FALSE,0,NA,2014-04-16 09:47:34,FALSE,NA,"456368291947102208",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jmrphy",2,FALSE,FALSE,NA,NA,2014-04-16 09:47:34
"294","Here's a time-series plot of the roughly 1300 tweets from #PSA14 so far, by the minute: http://t.co/LCGlKreggP",FALSE,0,NA,2014-04-16 09:46:29,FALSE,NA,"456368021649379328",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jmrphy",0,FALSE,FALSE,NA,NA,2014-04-16 09:46:29
"295","Full version of my paper on economic rebalancing just presented at #PSA14 available at http://t.co/gfORBWlO7h @PolStudiesAssoc @SPERIshefuni",FALSE,2,NA,2014-04-16 09:45:28,FALSE,NA,"456367763313790977",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","craigpberry",3,FALSE,FALSE,NA,NA,2014-04-16 09:45:28
"296","@TheDanHough @LJRamiro @lauramdu @ProfJaneGreen It was cosy #psa14 Great panel in fact",FALSE,0,"TheDanHough",2014-04-16 09:44:35,FALSE,"456357964987637761","456367543750385664","222271513","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RickWhitaker",1,FALSE,FALSE,NA,NA,2014-04-16 09:44:35
"297","RT @AngeliaWilson89: Brilliant time tonight at PSA Dinner! Congratulations to all awards winners-yeah Women &amp; Politics Group!! Shami Chakra…",FALSE,0,NA,2014-04-16 09:44:01,FALSE,NA,"456367399470907392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PSAWomenPol",2,TRUE,FALSE,NA,NA,2014-04-16 09:44:01
"298","I know this is becoming pro forma at academic conferences, but here are some analyses of the Twitter activity at #psa14 so far...",FALSE,0,NA,2014-04-16 09:43:17,FALSE,NA,"456367213323096064",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jmrphy",0,FALSE,FALSE,NA,NA,2014-04-16 09:43:17
"299","We're giving away our journal display copies at #psa14! Visit the Routledge stand to pick up your free sample copy.",FALSE,0,NA,2014-04-16 09:42:30,FALSE,NA,"456367016471838720",NA,"web","Rout_PoliticsIR",0,FALSE,FALSE,NA,NA,2014-04-16 09:42:30
"300","RT @Teach_Politics: Are we there yet? What do we know about how we teach politics and international relations? 11am today #psa14",FALSE,0,NA,2014-04-16 09:40:47,FALSE,NA,"456366585234477056",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Alison_Statham",4,TRUE,FALSE,NA,NA,2014-04-16 09:40:47
"301","RT @AndrewMcCaldon: @livuni's Prof @JonTonge &amp; Dr Kevin Bean discussing dissident Irish republicanism at #psa14 @livuniHSS http://t.co/Cymm…",FALSE,0,NA,2014-04-16 09:37:06,FALSE,NA,"456365659119575040",NA,"web","IrishInstitute",6,TRUE,FALSE,NA,NA,2014-04-16 09:37:06
"302","Thanks @PolStudiesAssoc for a great 2014 conference. Last chance to drop by the Bloomsbury stand - grab yourself a bargain book! #psa14",FALSE,0,NA,2014-04-16 09:34:18,FALSE,NA,"456364954732343296",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","BloomsburyPolit",1,FALSE,FALSE,NA,NA,2014-04-16 09:34:18
"303","RT @Localopolis: .@OliverEscobar points to the shocking ratio of councillors / councils to public in UK compared with Europe #endoflocalpol…",FALSE,0,NA,2014-04-16 09:31:52,FALSE,NA,"456364342024212480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jahkey2u",3,TRUE,FALSE,NA,NA,2014-04-16 09:31:52
"304","Attending #psa14 session on South Asia @11? Our Indian Politics collection could be useful w/articles by @carolespary http://t.co/99oa4lRfnu",FALSE,0,NA,2014-04-16 09:31:06,FALSE,NA,"456364147668557824",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","Rout_PoliticsIR",0,FALSE,FALSE,NA,NA,2014-04-16 09:31:06
"305","First panel of last day of #psa14 'voice and space'; interesting papers on indignados using Laclau to understand popular struggle",FALSE,0,NA,2014-04-16 09:27:11,FALSE,NA,"456363164452392960",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","martincoward",0,FALSE,FALSE,NA,NA,2014-04-16 09:27:11
"306","RT @dan_jackson9: Great BBC podcast on Manchester’s social, political and cultural history. Listen before you leave town! http://t.co/ayHsh…",FALSE,0,NA,2014-04-16 09:25:26,FALSE,NA,"456362721399689217",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ariadne_syd",1,TRUE,FALSE,NA,NA,2014-04-16 09:25:26
"307","RT @philipjcowley: Congrats to two of @NottsPolitics staff - @GoodwinMJ and Ben Holland - who picked up awards at the #psa14 dinner tonight.",FALSE,0,NA,2014-04-16 09:24:36,FALSE,NA,"456362513085390848",NA,"web","Liseyduck",5,TRUE,FALSE,NA,NA,2014-04-16 09:24:36
"308","Great BBC podcast on Manchester’s social, political and cultural history. Listen before you leave town! http://t.co/ayHshrGmDb #PSA14",FALSE,1,NA,2014-04-16 09:20:44,FALSE,NA,"456361537968414720",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","dan_jackson9",1,FALSE,FALSE,NA,NA,2014-04-16 09:20:44
"309","#psa14 wonderful massage tv 'mobile massage events' thanks Angie Wilson for organizing",FALSE,1,NA,2014-04-16 09:20:23,FALSE,NA,"456361452324929536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","profsarahchilds",0,FALSE,FALSE,NA,NA,2014-04-16 09:20:23
"310","KM questions 'hollowing out' and finds instead that co governance partnerships represent extension of state authority #psa14",FALSE,0,NA,2014-04-16 09:19:52,FALSE,NA,"456361320787357696",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Localopolis",0,FALSE,FALSE,NA,NA,2014-04-16 09:19:52
"311","Now learning about uk youth citizenship commission and it's influence on 'youth proof' policy. Democratising school? #psa14",FALSE,0,NA,2014-04-16 09:17:02,FALSE,NA,"456360607638249472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ariadne_syd",0,FALSE,FALSE,NA,NA,2014-04-16 09:17:02
"312","KM suggesting that actors work to organisational interests and accountabilities not independent objectives #psa14",FALSE,0,NA,2014-04-16 09:16:22,FALSE,NA,"456360439379537921",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Localopolis",0,FALSE,FALSE,NA,NA,2014-04-16 09:16:22
"313","RT @IRiSS_UU: Big thanks to @PolStudiesAssoc for a fantastic conference #newresearch #newnetworks #uupolitics #psa14",FALSE,0,NA,2014-04-16 09:15:43,FALSE,NA,"456360277223567362",NA,"web","PolStudiesAssoc",1,TRUE,FALSE,NA,NA,2014-04-16 09:15:43
"314","Kaat Smets tries to untangle life cycle effects on voting turnout. A perennial but complicated question. Life cycle or generation? #psa14",FALSE,0,NA,2014-04-16 09:15:07,FALSE,NA,"456360124287045632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ariadne_syd",0,FALSE,FALSE,NA,NA,2014-04-16 09:15:07
"315","Big thanks to @PolStudiesAssoc for a fantastic conference #newresearch #newnetworks #uupolitics #psa14",FALSE,2,NA,2014-04-16 09:14:48,FALSE,NA,"456360046285160448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IRiSS_UU",1,FALSE,FALSE,NA,NA,2014-04-16 09:14:48
"316","RT @PolStudiesAssoc: Sir Ernest Barker Prize is awarded to Benoit Dillet #psa14",FALSE,0,NA,2014-04-16 09:14:33,FALSE,NA,"456359984599543808",NA,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","Monnet_musings",5,TRUE,FALSE,NA,NA,2014-04-16 09:14:33
"317","RT @dennisdcfc: Kaat Smets (@youth_pol_unit) exploring how key life-cycle events in one’s transition to adulthood impact our propensity to …",FALSE,0,NA,2014-04-16 09:13:20,FALSE,NA,"456359677152862208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","youth_pol_unit",1,TRUE,FALSE,NA,NA,2014-04-16 09:13:20
"318","KM pointing to a lack of citizen participation in local co governance partnerships #psa14 #dempart",FALSE,0,NA,2014-04-16 09:13:08,FALSE,NA,"456359628713250816",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Localopolis",0,FALSE,FALSE,NA,NA,2014-04-16 09:13:08
"319","KM sharing survey research of local co governance initiatives in a field dominated by case study analysis #psa14",FALSE,0,NA,2014-04-16 09:10:17,FALSE,NA,"456358908362518528",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Localopolis",0,FALSE,FALSE,NA,NA,2014-04-16 09:10:17
"320","RT @PlutoPress: LAST DAY SALE AT #PSA14! All Pluto Press books available for £10. Come on down.",FALSE,0,NA,2014-04-16 09:09:54,FALSE,NA,"456358813688291328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cwharlow",1,TRUE,FALSE,NA,NA,2014-04-16 09:09:54
"321","RT @Teach_Politics: Are we there yet? What do we know about how we teach politics and international relations? 11am today #psa14",FALSE,0,NA,2014-04-16 09:05:28,FALSE,NA,"456357699601833984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HEA_Politics",4,TRUE,FALSE,NA,NA,2014-04-16 09:05:28
"322","RT @Rout_PoliticsIR: #psa14 Politics of Activism ft. Social Movement Studies Ed. @GraemeHayes begins @ 11. Read the journal at: http://t.co…",FALSE,0,NA,2014-04-16 09:04:08,FALSE,NA,"456357360916000768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ariadne_syd",1,TRUE,FALSE,NA,NA,2014-04-16 09:04:08
"323","On the train back to London, really happy after #psa14. Thanks to the staff @PolStudiesAssoc for putting it together!",FALSE,2,NA,2014-04-16 09:02:31,FALSE,NA,"456356954454364160",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jsajuria",0,FALSE,FALSE,NA,NA,2014-04-16 09:02:31
"324","#psa14 Politics of Activism ft. Social Movement Studies Ed. @GraemeHayes begins @ 11. Read the journal at: http://t.co/wRC50eIb06",FALSE,2,NA,2014-04-16 09:02:02,FALSE,NA,"456356832940802049",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","Rout_PoliticsIR",1,FALSE,FALSE,NA,NA,2014-04-16 09:02:02
"325","Karen Miller last up talking about cogovernance and #coproduction #psa14",FALSE,0,NA,2014-04-16 09:00:46,FALSE,NA,"456356514752503808",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Localopolis",0,FALSE,FALSE,NA,NA,2014-04-16 09:00:46
"326","LAST DAY SALE AT #PSA14! All Pluto Press books available for £10. Come on down.",FALSE,0,NA,2014-04-16 09:00:41,FALSE,NA,"456356493340590081",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PlutoPress",1,FALSE,FALSE,NA,NA,2014-04-16 09:00:41
"327","RT @CairneyPaul: #psa14 from left, it's @DrLisaHarrison @profsarahchilds @merylkenny and @DrLizJEvans winning best group ever, 2014 http://…",FALSE,0,NA,2014-04-16 08:59:20,FALSE,NA,"456356154226921472",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","PoliticsLeicsU",7,TRUE,FALSE,NA,NA,2014-04-16 08:59:20
"328","Kaat Smets (@youth_pol_unit) exploring how key life-cycle events in one’s transition to adulthood impact our propensity to vote. #PSA14",FALSE,0,NA,2014-04-16 08:57:46,FALSE,NA,"456355758880210944",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","dennisdcfc",1,FALSE,FALSE,NA,NA,2014-04-16 08:57:46
"329","RT @youth_pol_unit: PIR's @James_Sloam presenting on changing repertoires of political action among young citizens. #psa14 http://t.co/C5xZ…",FALSE,0,NA,2014-04-16 08:52:22,FALSE,NA,"456354401775398912",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","VoterEngagement",1,TRUE,FALSE,NA,NA,2014-04-16 08:52:22
"330","Researching Greek island governance is always fun. #PSA14  #islandstudies",FALSE,0,NA,2014-04-16 08:52:00,FALSE,NA,"456354308066258944",NA,"web","VLeontitsis",0,FALSE,FALSE,NA,NA,2014-04-16 08:52:00
"331","RT @ariadne_syd: Nice that @James_Sloam intros issue of inequality in youth participation post Econ crisis. I'll continue this convo in 11a…",FALSE,0,NA,2014-04-16 08:49:36,FALSE,NA,"456353705856892928",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","dennisdcfc",1,TRUE,FALSE,NA,NA,2014-04-16 08:49:36
"332","Just presented on ""Scotland and Nordic Model - Lessons from Denmark, Norway and Sweden"" at #psa14",FALSE,0,NA,2014-04-16 08:48:30,FALSE,NA,"456353426428166144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MalcH",0,FALSE,FALSE,NA,NA,2014-04-16 08:48:30
"333","Nice that @James_Sloam intros issue of inequality in youth participation post Econ crisis. I'll continue this convo in 11am session ������ #psa14",FALSE,0,NA,2014-04-16 08:48:18,FALSE,NA,"456353376494968832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ariadne_syd",1,FALSE,FALSE,NA,NA,2014-04-16 08:48:18
"334","#psa14 James Sloam on how the crisis has activated 'stand-by citizens' - the indignados and desperate generation in Spain &amp; Portugal",FALSE,0,NA,2014-04-16 08:46:08,FALSE,NA,"456352832850251776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","citizen_LJ",0,FALSE,FALSE,NA,NA,2014-04-16 08:46:08
"335","Thomas Lundberg now asking why governments initiate referendums when they don't need to and when they might lose #psa14",FALSE,0,NA,2014-04-16 08:44:28,FALSE,NA,"456352412593565696",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Localopolis",0,FALSE,FALSE,NA,NA,2014-04-16 08:44:28
"336",".@James_Sloam - young ‘standby citizens’ (Amna &amp; Ekman) are mobilised through use of digital networks (Bennett &amp; Segerberg) #PSA14",FALSE,0,NA,2014-04-16 08:42:49,FALSE,NA,"456351998103650305",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","dennisdcfc",0,FALSE,FALSE,NA,NA,2014-04-16 08:42:49
"337","RT @TheDanHough: Add '@profsarahchilds &amp; I being chased by wild geese whilst running along Manchester's canals'to list of accomplishments a…",FALSE,0,NA,2014-04-16 08:41:00,FALSE,NA,"456351540979056640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","profsarahchilds",1,TRUE,FALSE,NA,NA,2014-04-16 08:41:00
"338","AK highlights predominance of responses from voluntary sector but questions how effective these submissions were #psa14",FALSE,0,NA,2014-04-16 08:38:36,FALSE,NA,"456350937020243968",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Localopolis",0,FALSE,FALSE,NA,NA,2014-04-16 08:38:36
"339","AK less than half of respondents used the consultation response template provided #psa14",FALSE,0,NA,2014-04-16 08:35:49,FALSE,NA,"456350235661713408",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Localopolis",0,FALSE,FALSE,NA,NA,2014-04-16 08:35:49
"340","RT @PSAWomenPol: Then there's a panel on Women and Representation, 13.30-15.00, Lancaster Suite #psa14",FALSE,0,NA,2014-04-16 08:34:46,FALSE,NA,"456349973077307392",NA,"web","merylkenny",1,TRUE,FALSE,NA,NA,2014-04-16 08:34:46
"341","RT @PSAWomenPol: And come along at 12.30 to the @PSAWomenPol lunch sponsored by @JournalPolitics, just outside the Lancaster suite #psa14",FALSE,0,NA,2014-04-16 08:34:42,FALSE,NA,"456349956790812672",NA,"web","merylkenny",1,TRUE,FALSE,NA,NA,2014-04-16 08:34:42
"342","RT @PSAWomenPol: Today at #psa14, Panel on 'Abortion &amp; Same Sex Marriage: Politics, Policies &amp; Activism in US/UK', 11 am, Lancaster @DrLizJ…",FALSE,0,NA,2014-04-16 08:34:38,FALSE,NA,"456349938163920896",NA,"web","merylkenny",1,TRUE,FALSE,NA,NA,2014-04-16 08:34:38
"343","PIR's @James_Sloam presenting on changing repertoires of political action among young citizens. #psa14 http://t.co/C5xZ1rEDm0",FALSE,0,NA,2014-04-16 08:34:23,FALSE,NA,"456349873936166912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","youth_pol_unit",1,FALSE,FALSE,NA,NA,2014-04-16 08:34:23
"344","Then there's a panel on Women and Representation, 13.30-15.00, Lancaster Suite #psa14",FALSE,0,NA,2014-04-16 08:34:00,FALSE,NA,"456349779115900928",NA,"web","PSAWomenPol",1,FALSE,FALSE,NA,NA,2014-04-16 08:34:00
"345","AK consultation was framed by welsh government but run by the  assembly... Interesting... (#localgov #scrutiny parallel?) #psa14",FALSE,0,NA,2014-04-16 08:33:35,FALSE,NA,"456349674828730368",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Localopolis",0,FALSE,FALSE,NA,NA,2014-04-16 08:33:35
"346","And come along at 12.30 to the @PSAWomenPol lunch sponsored by @JournalPolitics, just outside the Lancaster suite #psa14",FALSE,0,NA,2014-04-16 08:33:01,FALSE,NA,"456349532788232192",NA,"web","PSAWomenPol",1,FALSE,FALSE,NA,NA,2014-04-16 08:33:01
"347","Today at #psa14, Panel on 'Abortion &amp; Same Sex Marriage: Politics, Policies &amp; Activism in US/UK', 11 am, Lancaster @DrLizJEvans @fran_amery",FALSE,0,NA,2014-04-16 08:32:02,FALSE,NA,"456349282409668608",NA,"web","PSAWomenPol",1,FALSE,FALSE,NA,NA,2014-04-16 08:32:02
"348","RT @DrVCardo: Here is one I wrote earlier (now with @s!): congrats @PSAWomenPol and @KWintie for winning the prize for best specialist grou…",FALSE,0,NA,2014-04-16 08:29:28,FALSE,NA,"456348638004776961",NA,"web","PSAWomenPol",1,TRUE,FALSE,NA,NA,2014-04-16 08:29:28
"349","“@philipjcowley: Congrats to two of @NottsPolitics staff - @GoodwinMJ and Ben Holland - who picked up awards at # #psa14 dinner last night.”",FALSE,0,"philipjcowley",2014-04-16 08:29:26,FALSE,"456168311282098176","456348628265623552","127480750","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","katadeney",0,FALSE,FALSE,NA,NA,2014-04-16 08:29:26
"350","RT @TheDanHough: Enjoying #psa14 #psa2014 but really need paper givers to stick to time and chairs to, well, chair (and not just listen pol…",FALSE,0,NA,2014-04-16 08:25:30,FALSE,NA,"456347638162407424",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","philipjcowley",1,TRUE,FALSE,NA,NA,2014-04-16 08:25:30
"351","Enjoying #psa14 #psa2014 but really need paper givers to stick to time and chairs to, well, chair (and not just listen politely)!",FALSE,1,NA,2014-04-16 08:22:32,FALSE,NA,"456346891182039040",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","TheDanHough",1,FALSE,FALSE,NA,NA,2014-04-16 08:22:32
"352","RT @HughAtkinson: #psa14 At PSA in Manchester with Environmental Politics specialist group. Now has 80 members. Vibrant and exciting times!…",FALSE,0,NA,2014-04-16 08:21:21,FALSE,NA,"456346595726864384",NA,"web","sustainableuni1",2,TRUE,FALSE,NA,NA,2014-04-16 08:21:21
"353","RT @pmyteh: .@PJDunleavy continuing to fight the good fight on #openaccess at the #psa14 AGM. Hopefully sense will slowly prevail.",FALSE,0,NA,2014-04-16 08:20:15,FALSE,NA,"456346316361437184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","janetinkler",2,TRUE,FALSE,NA,NA,2014-04-16 08:20:15
"354","RT @RosWade1: #PSA14
Interesting panel on the future of political journalism in the age of social media.
@ESDLondon http://t.co/uZRVujr2lx",FALSE,0,NA,2014-04-16 08:19:32,FALSE,NA,"456346137411088384",NA,"web","sustainableuni1",1,TRUE,FALSE,NA,NA,2014-04-16 08:19:32
"355","Axel Kaehne and Helen Taylor talking now about consultation in the process of designing the Welsh Social Services Bill #psa14",FALSE,0,NA,2014-04-16 08:19:27,FALSE,NA,"456346118939738112",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Localopolis",0,FALSE,FALSE,NA,NA,2014-04-16 08:19:27
"356","At the youth politics panels today #psa14 learning about rich history of uk south Asian youth movements, A.Ramamurthy",FALSE,1,NA,2014-04-16 08:17:58,FALSE,NA,"456345743188426752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ariadne_syd",0,FALSE,FALSE,NA,NA,2014-04-16 08:17:58
"357","#psa14 Anandi Ramamurthy fascinating historical perspective on Asian youth movements in 70s and 80s",FALSE,0,NA,2014-04-16 08:15:10,FALSE,NA,"456345040059518978",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","citizen_LJ",0,FALSE,FALSE,NA,NA,2014-04-16 08:15:10
"358","Here is one I wrote earlier (now with @s!): congrats @PSAWomenPol and @KWintie for winning the prize for best specialist group #psa14",FALSE,1,NA,2014-04-16 08:15:00,FALSE,NA,"456344995587305472",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","DrVCardo",1,FALSE,FALSE,NA,NA,2014-04-16 08:15:00
"359","RT @InternatlTheory: .@HHU_de’s Frank Dietrich 'Territorial rights and demographic change', this &amp; more in our new issue http://t.co/WUtXhw…",FALSE,0,NA,2014-04-16 08:13:36,FALSE,NA,"456344645903982593",NA,"web","HHU_de",5,TRUE,FALSE,NA,NA,2014-04-16 08:13:36
"360","Looking forward to chairing 'The Politics of Activism' panel at 11:00 #psa14",FALSE,0,NA,2014-04-16 08:10:53,FALSE,NA,"456343961380999169",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","AlexeiAnisin",0,FALSE,FALSE,"-2.2452265","53.47706",2014-04-16 08:10:53
